PedidoID,detalle_pedidoID,ProductoID,cantidad,precio_unitario,descuento_unitario
43681,214,761,2,419.46,0.00
43681,215,738,2,178.58,0.00
43681,216,753,1,2146.96,0.00
43681,217,714,2,28.84,0.00
43681,218,764,2,419.46,0.00
43681,219,760,2,419.46,0.00
43681,220,756,1,874.79,0.00
43681,221,716,2,28.84,0.00
43681,222,711,2,20.19,0.00
43681,223,725,1,183.94,0.00
43681,224,712,2,5.19,0.00
43682,225,758,2,874.79,0.00
43682,226,762,1,419.46,0.00
43682,227,760,2,419.46,0.00
43682,228,770,2,419.46,0.00
43682,229,715,1,28.84,0.00
43683,230,776,2,2024.99,0.00
43683,231,715,2,28.84,0.00
43683,232,773,2,2039.99,0.00
43683,233,774,1,2039.99,0.00
43683,234,708,1,20.19,0.00
43683,235,711,2,20.19,0.00
43683,236,712,3,5.19,0.00
43683,237,775,4,2024.99,0.00
43683,238,777,6,2024.99,0.00
43683,239,772,1,2039.99,0.00
43683,240,707,3,20.19,0.00
43683,241,778,5,2024.99,0.00
43683,242,709,6,5.70,0.00
43684,243,754,2,874.79,0.00
43684,244,762,2,419.46,0.00
43684,245,760,1,419.46,0.00
43684,246,758,2,874.79,0.00
43684,247,770,1,419.46,0.00
43684,248,763,1,419.46,0.00
43685,249,765,3,419.46,0.00
43685,250,763,1,419.46,0.00
43685,251,754,1,874.79,0.00
43685,252,725,1,183.94,0.00
43686,253,758,3,874.79,0.00
43686,254,762,1,419.46,0.00
43686,255,770,1,419.46,0.00
43687,256,768,1,419.46,0.00
43687,257,765,2,419.46,0.00
43688,258,725,1,183.94,0.00
43688,259,760,2,419.46,0.00
43688,260,762,3,419.46,0.00
43688,261,738,1,178.58,0.00
43688,262,763,1,419.46,0.00
43688,263,729,2,183.94,0.00
43688,264,754,2,874.79,0.00
43688,265,758,2,874.79,0.00
43688,266,765,3,419.46,0.00
43688,267,770,1,419.46,0.00
43688,268,753,2,2146.96,0.00
43689,269,764,3,419.46,0.00
43689,270,738,2,178.58,0.00
43689,271,725,2,183.94,0.00
43689,272,753,1,2146.96,0.00
43689,273,755,2,874.79,0.00
43689,274,766,4,419.46,0.00
43689,275,770,2,419.46,0.00
43689,276,760,7,419.46,0.00
43689,277,726,3,183.94,0.00
43689,278,722,1,178.58,0.00
43689,279,763,6,419.46,0.00
43689,280,729,2,183.94,0.00
43689,281,730,2,183.94,0.00
43689,282,732,2,356.90,0.00
43689,283,765,5,419.46,0.00
43689,284,768,2,419.46,0.00
43689,285,761,2,419.46,0.00
43689,286,758,3,874.79,0.00
43689,287,749,2,2146.96,0.00
43689,288,762,9,419.46,0.00
43689,289,754,4,874.79,0.00
43690,290,715,1,28.84,0.00
43690,291,770,1,419.46,0.00
43690,292,712,2,5.19,0.00
43690,293,760,2,419.46,0.00
43691,294,758,1,874.79,0.00
43692,295,770,5,419.46,0.00
43692,296,725,1,183.94,0.00
43692,297,754,8,874.79,0.00
43692,298,730,2,183.94,0.00
43692,299,715,10,28.84,0.00
43692,300,768,1,419.46,0.00
43692,301,756,4,874.79,0.00
43692,302,738,2,178.58,0.00
43692,303,758,8,874.79,0.00
43692,304,708,3,20.19,0.00
43692,305,762,6,419.46,0.00
43692,306,732,3,356.90,0.00
43692,307,712,6,5.19,0.00
43692,308,714,4,28.84,0.00
43692,309,760,7,419.46,0.00
43692,310,755,2,874.79,0.00
43692,311,716,4,28.84,0.00
43692,312,765,2,419.46,0.00
43692,313,764,1,419.46,0.00
43692,314,753,2,2146.96,0.00
43692,315,766,1,419.46,0.00
43692,316,722,1,178.58,0.00
43692,317,761,3,419.46,0.00
43692,318,711,3,20.19,0.00
43692,319,763,1,419.46,0.00
43692,320,729,2,183.94,0.00
43692,321,707,4,20.19,0.00
43692,322,726,2,183.94,0.00
43693,323,716,3,28.84,0.00
43693,324,773,1,2039.99,0.00
43693,325,709,6,5.70,0.00
43693,326,707,2,20.19,0.00
43693,327,771,3,2039.99,0.00
43693,328,708,2,20.19,0.00
43693,329,774,1,2039.99,0.00
43693,330,777,3,2024.99,0.00
43693,331,772,1,2039.99,0.00
43693,332,778,1,2024.99,0.00
43694,333,776,3,2024.99,0.00
43694,334,771,3,2039.99,0.00
43694,335,715,2,28.84,0.00
43694,336,772,1,2039.99,0.00
43694,337,716,3,28.84,0.00
43694,338,707,1,20.19,0.00
43694,339,708,1,20.19,0.00
43694,340,774,1,2039.99,0.00
43694,341,773,2,2039.99,0.00
43694,342,712,1,5.19,0.00
43694,343,711,5,20.19,0.00
43695,344,774,2,2039.99,0.00
43695,345,748,2,722.59,0.00
43695,346,747,1,714.70,0.00
43695,347,742,1,722.59,0.00
43695,348,777,5,2024.99,0.00
43695,349,778,6,2024.99,0.00
43695,350,709,2,5.70,0.00
43695,351,775,5,2024.99,0.00
43696,352,762,1,419.46,0.00
43697,353,749,1,3578.27,0.00
43698,354,773,1,3399.99,0.00
43699,355,773,1,3399.99,0.00
43700,356,767,1,699.10,0.00
43701,357,773,1,3399.99,0.00
43702,358,750,1,3578.27,0.00
43703,359,749,1,3578.27,0.00
43704,360,778,1,3374.99,0.00
43705,361,771,1,3399.99,0.00
43706,362,751,1,3578.27,0.00
43707,363,751,1,3578.27,0.00
43708,364,764,1,699.10,0.00
43709,365,752,1,3578.27,0.00
43710,366,753,1,3578.27,0.00
43711,367,753,1,3578.27,0.00
43712,368,750,1,3578.27,0.00
43713,369,749,1,3578.27,0.00
43714,370,750,1,3578.27,0.00
43715,371,753,1,3578.27,0.00
43716,372,750,1,3578.27,0.00
43717,373,767,1,699.10,0.00
43718,374,750,1,3578.27,0.00
43719,375,751,1,3578.27,0.00
43720,376,750,1,3578.27,0.00
43721,377,749,1,3578.27,0.00
43722,378,751,1,3578.27,0.00
43723,379,765,1,699.10,0.00
43724,380,750,1,3578.27,0.00
43725,381,750,1,3578.27,0.00
43726,382,765,1,699.10,0.00
43727,383,750,1,3578.27,0.00
43728,384,752,1,3578.27,0.00
43729,385,773,1,3399.99,0.00
43730,386,773,1,3399.99,0.00
43731,387,753,1,3578.27,0.00
43732,388,777,1,3374.99,0.00
43733,389,751,1,3578.27,0.00
43734,390,751,1,3578.27,0.00
43735,391,749,1,3578.27,0.00
43736,392,773,1,3399.99,0.00
43737,393,750,1,3578.27,0.00
43738,394,751,1,3578.27,0.00
43739,395,749,1,3578.27,0.00
43740,396,751,1,3578.27,0.00
43741,397,749,1,3578.27,0.00
43742,398,753,1,3578.27,0.00
43743,399,774,1,3399.99,0.00
43744,400,752,1,3578.27,0.00
43745,401,750,1,3578.27,0.00
43746,402,751,1,3578.27,0.00
43747,403,753,1,3578.27,0.00
43748,404,752,1,3578.27,0.00
43749,405,753,1,3578.27,0.00
43750,406,750,1,3578.27,0.00
43751,407,752,1,3578.27,0.00
43752,408,750,1,3578.27,0.00
43753,409,749,1,3578.27,0.00
43754,410,751,1,3578.27,0.00
43755,411,750,1,3578.27,0.00
43756,412,765,1,699.10,0.00
43757,413,777,1,3374.99,0.00
43758,414,749,1,3578.27,0.00
43759,415,749,1,3578.27,0.00
43760,416,753,1,3578.27,0.00
43761,417,749,1,3578.27,0.00
43762,418,753,1,3578.27,0.00
43763,419,752,1,3578.27,0.00
43764,420,749,1,3578.27,0.00
43765,421,773,1,3399.99,0.00
43766,422,752,1,3578.27,0.00
43767,423,777,1,3374.99,0.00
43768,424,751,1,3578.27,0.00
43769,425,751,1,3578.27,0.00
43770,426,751,1,3578.27,0.00
43771,427,764,1,699.10,0.00
43772,428,751,1,3578.27,0.00
43773,429,753,1,3578.27,0.00
43774,430,752,1,3578.27,0.00
43775,431,774,1,3399.99,0.00
43776,432,753,1,3578.27,0.00
43777,433,750,1,3578.27,0.00
43778,434,772,1,3399.99,0.00
43779,435,762,1,699.10,0.00
43780,436,750,1,3578.27,0.00
43781,437,751,1,3578.27,0.00
43782,438,751,1,3578.27,0.00
43783,439,751,1,3578.27,0.00
43784,440,749,1,3578.27,0.00
43785,441,750,1,3578.27,0.00
43786,442,750,1,3578.27,0.00
43787,443,771,1,3399.99,0.00
43788,444,778,1,3374.99,0.00
43789,445,778,1,3374.99,0.00
43790,446,771,1,3399.99,0.00
43791,447,753,1,3578.27,0.00
43792,448,751,1,3578.27,0.00
43793,449,771,1,3399.99,0.00
43794,450,774,1,3399.99,0.00
43795,451,751,1,3578.27,0.00
43796,452,770,1,699.10,0.00
43797,453,751,1,3578.27,0.00
43798,454,749,1,3578.27,0.00
43799,455,751,1,3578.27,0.00
43800,456,750,1,3578.27,0.00
43801,457,750,1,3578.27,0.00
43802,458,751,1,3578.27,0.00
43803,459,753,1,3578.27,0.00
43804,460,749,1,3578.27,0.00
43805,461,763,1,699.10,0.00
43806,462,751,1,3578.27,0.00
43807,463,751,1,3578.27,0.00
43808,464,752,1,3578.27,0.00
43809,465,749,1,3578.27,0.00
43810,466,772,1,3399.99,0.00
43811,467,773,1,3399.99,0.00
43812,468,751,1,3578.27,0.00
43813,469,777,1,3374.99,0.00
43814,470,777,1,3374.99,0.00
43815,471,750,1,3578.27,0.00
43816,472,753,1,3578.27,0.00
43817,473,749,1,3578.27,0.00
43818,474,751,1,3578.27,0.00
43819,475,773,1,3399.99,0.00
43820,476,751,1,3578.27,0.00
43821,477,749,1,3578.27,0.00
43822,478,752,1,3578.27,0.00
43823,479,770,1,699.10,0.00
43824,480,768,1,699.10,0.00
43825,481,752,1,3578.27,0.00
43826,482,775,1,3374.99,0.00
43827,483,768,1,699.10,0.00
43828,484,749,1,3578.27,0.00
43829,485,749,1,3578.27,0.00
43830,486,750,1,3578.27,0.00
43831,487,776,1,3374.99,0.00
43832,488,749,1,3578.27,0.00
43833,489,749,1,3578.27,0.00
43834,490,775,1,3374.99,0.00
43835,491,775,1,3374.99,0.00
43836,492,761,1,699.10,0.00
43837,493,777,1,3374.99,0.00
43838,494,752,1,3578.27,0.00
43839,495,750,1,3578.27,0.00
43840,496,762,1,699.10,0.00
43841,497,753,1,3578.27,0.00
43842,498,751,1,3578.27,0.00
43843,499,774,2,2039.99,0.00
43843,500,778,2,2024.99,0.00
43843,501,742,2,722.59,0.00
43843,502,777,5,2024.99,0.00
43843,503,748,2,722.59,0.00
43843,504,741,1,818.70,0.00
43843,505,745,1,809.76,0.00
43843,506,771,2,2039.99,0.00
43843,507,709,2,5.70,0.00
43843,508,776,3,2024.99,0.00
43844,509,775,4,2024.99,0.00
43844,510,776,2,2024.99,0.00
43844,511,777,3,2024.99,0.00
43844,512,778,1,2024.99,0.00
43845,513,725,1,183.94,0.00
43845,514,715,3,28.84,0.00
43845,515,770,1,419.46,0.00
43845,516,763,2,419.46,0.00
43845,517,761,2,419.46,0.00
43845,518,754,1,874.79,0.00
43845,519,765,2,419.46,0.00
43845,520,753,2,2146.96,0.00
43845,521,729,1,183.94,0.00
43845,522,712,4,5.19,0.00
43846,523,729,3,183.94,0.00
43846,524,712,1,5.19,0.00
43846,525,738,1,178.58,0.00
43846,526,725,1,183.94,0.00
43847,527,715,1,28.84,0.00
43847,528,712,1,5.19,0.00
43847,529,758,1,874.79,0.00
43848,530,773,1,2039.99,0.00
43848,531,778,1,2024.99,0.00
43848,532,775,1,2024.99,0.00
43848,533,776,4,2024.99,0.00
43848,534,771,2,2039.99,0.00
43849,535,776,2,2024.99,0.00
43849,536,714,1,28.84,0.00
43849,537,777,2,2024.99,0.00
43849,538,771,2,2039.99,0.00
43849,539,711,1,20.19,0.00
43849,540,773,1,2039.99,0.00
43849,541,715,4,28.84,0.00
43849,542,772,1,2039.99,0.00
43849,543,707,1,20.19,0.00
43849,544,774,2,2039.99,0.00
43849,545,708,1,20.19,0.00
43850,546,765,1,419.46,0.00
43850,547,755,1,874.79,0.00
43850,548,761,1,419.46,0.00
43850,549,762,2,419.46,0.00
43850,550,753,1,2146.96,0.00
43850,551,725,3,183.94,0.00
43850,552,729,1,183.94,0.00
43850,553,758,3,874.79,0.00
43850,554,756,1,874.79,0.00
43850,555,732,3,356.90,0.00
43850,556,738,1,178.58,0.00
43851,557,761,2,419.46,0.00
43851,558,760,1,419.46,0.00
43851,559,711,1,20.19,0.00
43851,560,770,3,419.46,0.00
43851,561,707,1,20.19,0.00
43851,562,725,1,183.94,0.00
43851,563,754,1,874.79,0.00
43851,564,738,3,178.58,0.00
43851,565,753,1,2146.96,0.00
43851,566,765,1,419.46,0.00
43851,567,712,1,5.19,0.00
43851,568,708,3,20.19,0.00
43852,569,776,1,2024.99,0.00
43853,570,777,2,2024.99,0.00
43853,571,773,1,2039.99,0.00
43853,572,771,1,2039.99,0.00
43853,573,776,4,2024.99,0.00
43853,574,775,2,2024.99,0.00
43853,575,778,3,2024.99,0.00
43854,576,758,2,874.79,0.00
43855,577,765,2,419.46,0.00
43855,578,760,2,419.46,0.00
43855,579,753,1,2146.96,0.00
43855,580,761,4,419.46,0.00
43855,581,738,1,178.58,0.00
43855,582,762,3,419.46,0.00
43855,583,732,2,356.90,0.00
43855,584,766,1,419.46,0.00
43855,585,726,1,183.94,0.00
43855,586,770,2,419.46,0.00
43855,587,725,1,183.94,0.00
43855,588,755,1,874.79,0.00
43855,589,768,2,419.46,0.00
43856,590,709,2,5.70,0.00
43856,591,777,1,2024.99,0.00
43857,592,760,1,419.46,0.00
43857,593,765,1,419.46,0.00
43857,594,762,2,419.46,0.00
43857,595,758,3,874.79,0.00
43857,596,715,1,28.84,0.00
43857,597,712,3,5.19,0.00
43857,598,716,1,28.84,0.00
43857,599,725,1,183.94,0.00
43857,600,711,2,20.19,0.00
43857,601,708,1,20.19,0.00
43857,602,738,2,178.58,0.00
43857,603,763,1,419.46,0.00
43857,604,754,2,874.79,0.00
43857,605,707,2,20.19,0.00
43858,606,762,2,419.46,0.00
43858,607,761,2,419.46,0.00
43858,608,770,5,419.46,0.00
43858,609,765,1,419.46,0.00
43858,610,738,2,178.58,0.00
43858,611,763,3,419.46,0.00
43858,612,754,2,874.79,0.00
43858,613,722,1,178.58,0.00
43858,614,753,2,2146.96,0.00
43858,615,726,1,183.94,0.00
43858,616,766,1,419.46,0.00
43858,617,729,1,183.94,0.00
43858,618,756,1,874.79,0.00
43859,619,715,1,28.84,0.00
43859,620,762,1,419.46,0.00
43859,621,758,3,874.79,0.00
43859,622,760,2,419.46,0.00
43860,623,761,2,419.46,0.00
43860,624,770,1,419.46,0.00
43860,625,758,2,874.79,0.00
43860,626,765,2,419.46,0.00
43860,627,732,1,356.90,0.00
43860,628,762,1,419.46,0.00
43860,629,738,1,178.58,0.00
43860,630,768,1,419.46,0.00
43860,631,753,2,2146.96,0.00
43860,632,729,1,183.94,0.00
43860,633,763,1,419.46,0.00
43860,634,756,1,874.79,0.00
43861,635,732,1,356.90,0.00
43861,636,764,3,419.46,0.00
43861,637,770,5,419.46,0.00
43861,638,768,2,419.46,0.00
43861,639,725,1,183.94,0.00
43861,640,715,9,28.84,0.00
43861,641,765,4,419.46,0.00
43861,642,753,1,2146.96,0.00
43861,643,733,2,356.90,0.00
43861,644,730,2,183.94,0.00
43861,645,766,2,419.46,0.00
43861,646,711,4,20.19,0.00
43861,647,754,3,874.79,0.00
43861,648,756,2,874.79,0.00
43861,649,729,2,183.94,0.00
43861,650,760,4,419.46,0.00
43861,651,755,2,874.79,0.00
43861,652,716,6,28.84,0.00
43861,653,763,2,419.46,0.00
43861,654,758,2,874.79,0.00
43861,655,712,9,5.19,0.00
43861,656,761,2,419.46,0.00
43861,657,707,4,20.19,0.00
43861,658,738,1,178.58,0.00
43861,659,714,3,28.84,0.00
43861,660,722,2,178.58,0.00
43861,661,708,3,20.19,0.00
43862,662,771,4,2039.99,0.00
43862,663,741,1,818.70,0.00
43862,664,777,3,2024.99,0.00
43862,665,773,4,2039.99,0.00
43862,666,747,2,714.70,0.00
43862,667,748,2,722.59,0.00
43862,668,774,2,2039.99,0.00
43862,669,745,1,809.76,0.00
43862,670,709,4,5.70,0.00
43863,671,758,1,874.79,0.00
43863,672,712,1,5.19,0.00
43863,673,760,1,419.46,0.00
43863,674,762,1,419.46,0.00
43864,675,772,5,2039.99,0.00
43864,676,747,1,714.70,0.00
43864,677,741,2,818.70,0.00
43864,678,778,2,2024.99,0.00
43864,679,776,4,2024.99,0.00
43864,680,748,1,722.59,0.00
43864,681,771,2,2039.99,0.00
43864,682,773,4,2039.99,0.00
43864,683,745,1,809.76,0.00
43865,684,758,1,874.79,0.00
43865,685,770,2,419.46,0.00
43865,686,753,1,2146.96,0.00
43865,687,760,4,419.46,0.00
43865,688,725,1,183.94,0.00
43865,689,729,4,183.94,0.00
43865,690,762,1,419.46,0.00
43865,691,763,2,419.46,0.00
43865,692,715,5,28.84,0.00
43865,693,738,1,178.58,0.00
43865,694,712,3,5.19,0.00
43865,695,765,3,419.46,0.00
43865,696,761,3,419.46,0.00
43865,697,754,3,874.79,0.00
43866,698,771,1,2039.99,0.00
43866,699,777,1,2024.99,0.00
43866,700,709,2,5.70,0.00
43867,701,708,1,20.19,0.00
43867,702,774,1,2039.99,0.00
43867,703,776,2,2024.99,0.00
43867,704,715,2,28.84,0.00
43867,705,773,2,2039.99,0.00
43867,706,709,2,5.70,0.00
43867,707,714,3,28.84,0.00
43867,708,771,4,2039.99,0.00
43867,709,711,2,20.19,0.00
43867,710,707,1,20.19,0.00
43867,711,778,2,2024.99,0.00
43867,712,712,4,5.19,0.00
43867,713,743,2,714.70,0.00
43867,714,748,1,722.59,0.00
43867,715,742,3,722.59,0.00
43867,716,741,2,818.70,0.00
43867,717,777,2,2024.99,0.00
43867,718,716,1,28.84,0.00
43868,719,749,1,2146.96,0.00
43869,720,747,1,714.70,0.00
43869,721,775,5,2024.99,0.00
43869,722,777,2,2024.99,0.00
43869,723,745,2,809.76,0.00
43869,724,771,5,2039.99,0.00
43869,725,772,4,2039.99,0.00
43869,726,743,1,714.70,0.00
43869,727,774,1,2039.99,0.00
43869,728,778,5,2024.99,0.00
43869,729,742,2,722.59,0.00
43870,730,760,3,419.46,0.00
43870,731,762,2,419.46,0.00
43870,732,715,3,28.84,0.00
43870,733,770,3,419.46,0.00
43870,734,758,1,874.79,0.00
43871,735,712,1,5.19,0.00
43871,736,761,1,419.46,0.00
43871,737,729,2,183.94,0.00
43871,738,707,2,20.19,0.00
43871,739,758,1,874.79,0.00
43871,740,725,1,183.94,0.00
43871,741,762,1,419.46,0.00
43871,742,715,2,28.84,0.00
43871,743,754,3,874.79,0.00
43871,744,753,1,2146.96,0.00
43871,745,708,4,20.19,0.00
43871,746,760,2,419.46,0.00
43871,747,770,3,419.46,0.00
43871,748,711,4,20.19,0.00
43872,749,763,1,419.46,0.00
43872,750,708,1,20.19,0.00
43872,751,758,3,874.79,0.00
43872,752,756,2,874.79,0.00
43872,753,765,1,419.46,0.00
43872,754,711,2,20.19,0.00
43872,755,707,4,20.19,0.00
43872,756,725,2,183.94,0.00
43872,757,732,1,356.90,0.00
43872,758,738,1,178.58,0.00
43872,759,753,1,2146.96,0.00
43872,760,754,2,874.79,0.00
43872,761,755,1,874.79,0.00
43872,762,716,4,28.84,0.00
43872,763,760,1,419.46,0.00
43872,764,712,4,5.19,0.00
43873,765,770,6,419.46,0.00
43873,766,764,2,419.46,0.00
43873,767,749,2,2146.96,0.00
43873,768,726,5,183.94,0.00
43873,769,729,5,183.94,0.00
43873,770,755,1,874.79,0.00
43873,771,738,1,178.58,0.00
43873,772,766,3,419.46,0.00
43873,773,722,3,178.58,0.00
43873,774,758,5,874.79,0.00
43873,775,760,5,419.46,0.00
43873,776,733,3,356.90,0.00
43873,777,768,2,419.46,0.00
43873,778,756,1,874.79,0.00
43873,779,707,5,20.19,0.00
43873,780,765,1,419.46,0.00
43873,781,711,2,20.19,0.00
43873,782,754,6,874.79,0.00
43873,783,730,3,183.94,0.00
43873,784,761,6,419.46,0.00
43873,785,763,5,419.46,0.00
43873,786,716,1,28.84,0.00
43873,787,715,5,28.84,0.00
43873,788,714,1,28.84,0.00
43873,789,762,4,419.46,0.00
43873,790,725,2,183.94,0.00
43873,791,753,2,2146.96,0.00
43873,792,732,6,356.90,0.00
43874,793,763,1,419.46,0.00
43875,794,778,6,2024.99,0.00
43875,795,747,2,714.70,0.00
43875,796,741,1,818.70,0.00
43875,797,709,2,5.70,0.00
43875,798,715,2,28.84,0.00
43875,799,774,7,2039.99,0.00
43875,800,771,6,2039.99,0.00
43875,801,707,2,20.19,0.00
43875,802,748,5,722.59,0.00
